arm,model_size,thinking,task,condition,density_class,index,instance_id,graph_id,exact,f1,abs_error,signed_error,parsed,hit_cap,pred,gold,n_nodes,n_edges,density_real,mean_degree,n_components,largest_cc,n_triangles,mean_clustering,target_id,target_degree,target_clustering,gold_is_yes,pair_common_neighbors,pair_distance,gold_magnitude,primer_chars,encoding_chars,n_new_tokens,resp_chars,n_node_mentions,uses_degree_sum,narrates_neighbors,enumerates_nodes
qwen3-1.7b,1.7b,0,edge_count,all,0.1,61,edge_count/size40/p0.1/61,p0.1/61,0.0,0.0,48,48,1,0,126,78,40,78,0.1,3.9,1,40,12,0.093333,,,,,,,78,4670,1971,1302,2210,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,clustering,0.1,61,cycle_check/size40/p0.1/61,p0.1/61,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,78,0.1,3.9,1,40,12,0.093333,,,,1,,,,1629,1971,327,1078,3,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,none,0.1,62,connected_nodes/size40/p0.1/62,p0.1/62,1.0,1.0,,,1,0,"7, 14, 31, 37","7, 14, 31, 37",40,71,0.091026,3.55,2,39,8,0.09369,9,4,0.166667,,,,,0,1885,117,283,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,rwse,0.1,63,node_count/size40/p0.1/63,p0.1/63,1.0,1.0,0,0,1,0,40,40,40,84,0.107692,4.2,1,40,11,0.13256,,,,,,,40,2949,2027,207,380,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,components,0.1,63,edge_existence/size40/p0.1/63,p0.1/63,1.0,1.0,,,1,0,No,No,40,84,0.107692,4.2,1,40,11,0.13256,31,4,0.333333,0,0,3,,37,2027,188,515,12,0,0,0
qwen3-1.7b,1.7b,0,edge_count,filler,0.1,64,edge_count/size40/p0.1/64,p0.1/64,0.0,0.0,317,317,1,0,400,83,40,83,0.10641,4.15,1,40,9,0.09869,,,,,,,83,1829,2019,2169,3533,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,degree,0.1,64,cycle_check/size40/p0.1/64,p0.1/64,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,83,0.10641,4.15,1,40,9,0.09869,,,,1,,,,869,2019,1842,3972,88,1,0,1
qwen3-1.7b,1.7b,0,node_degree,all,0.1,65,node_degree/size40/p0.1/65,p0.1/65,1.0,1.0,0,0,1,0,6,6,40,69,0.088462,3.45,2,39,6,0.042083,8,6,0.133333,,,,6,4669,1876,83,243,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,clustering,0.1,66,node_count/size40/p0.1/66,p0.1/66,1.0,1.0,0,0,1,0,40,40,40,92,0.117949,4.6,1,40,17,0.130119,,,,,,,40,1629,2082,203,359,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,none,0.1,66,edge_existence/size40/p0.1/66,p0.1/66,1.0,1.0,,,1,0,No,No,40,92,0.117949,4.6,1,40,17,0.130119,0,6,0.066667,0,1,2,,0,2082,187,545,12,0,0,0
qwen3-1.7b,1.7b,0,edge_count,rwse,0.1,67,edge_count/size40/p0.1/67,p0.1/67,0.0,0.0,38,38,1,0,126,88,40,88,0.112821,4.4,1,40,9,0.048869,,,,,,,88,2949,2050,1536,3477,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,components,0.1,67,cycle_check/size40/p0.1/67,p0.1/67,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,88,0.112821,4.4,1,40,9,0.048869,,,,1,,,,37,2050,653,1619,15,0,0,0
qwen3-1.7b,1.7b,0,node_degree,filler,0.1,68,node_degree/size40/p0.1/68,p0.1/68,1.0,1.0,0,0,1,0,4,4,40,73,0.09359,3.65,2,39,7,0.063929,26,4,0,,,,4,1829,1906,76,220,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,degree,0.1,69,node_count/size40/p0.1/69,p0.1/69,0.0,0.0,1,-1,1,0,39,40,40,83,0.10641,4.15,2,39,17,0.118956,,,,,,,40,870,1972,401,590,0,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,all,0.1,69,connected_nodes/size40/p0.1/69,p0.1/69,1.0,1.0,,,1,0,31,31,40,83,0.10641,4.15,2,39,17,0.118956,13,1,0,,,,,4670,1972,74,249,5,0,0,0
qwen3-1.7b,1.7b,0,edge_count,clustering,0.1,70,edge_count/size40/p0.1/70,p0.1/70,0.0,0.0,35,35,1,0,116,81,40,81,0.103846,4.05,1,40,10,0.072659,,,,,,,81,1629,1995,1379,3000,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,none,0.1,70,cycle_check/size40/p0.1/70,p0.1/70,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,81,0.103846,4.05,1,40,10,0.072659,,,,1,,,,0,1995,409,1302,2,0,0,0
qwen3-1.7b,1.7b,0,node_degree,rwse,0.1,71,node_degree/size40/p0.1/71,p0.1/71,1.0,1.0,0,0,1,0,1,1,40,71,0.091026,3.55,1,40,8,0.102619,32,1,0,,,,1,2949,1927,69,226,4,0,0,0
qwen3-1.7b,1.7b,0,node_count,components,0.1,72,node_count/size40/p0.1/72,p0.1/72,0.0,0.0,1,-1,1,0,39,40,40,85,0.108974,4.25,2,39,10,0.070536,,,,,,,40,38,1995,400,588,0,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,filler,0.1,72,connected_nodes/size40/p0.1/72,p0.1/72,1.0,1.0,,,1,0,"9, 25","9, 25",40,85,0.108974,4.25,2,39,10,0.070536,6,2,0,,,,,1829,1995,89,267,3,0,0,0
qwen3-1.7b,1.7b,0,edge_count,degree,0.1,73,edge_count/size40/p0.1/73,p0.1/73,0.0,0.0,6,-6,1,0,69,75,40,75,0.096154,3.75,1,40,10,0.077619,,,,,,,75,869,1949,851,1722,0,1,0,0
qwen3-1.7b,1.7b,0,edge_existence,all,0.1,73,edge_existence/size40/p0.1/73,p0.1/73,0.0,0.0,,,1,0,Yes,No,40,75,0.096154,3.75,1,40,10,0.077619,11,4,0,0,0,4,,4669,1949,275,783,17,0,0,0
qwen3-1.7b,1.7b,0,node_degree,clustering,0.1,74,node_degree/size40/p0.1/74,p0.1/74,1.0,1.0,0,0,1,0,1,1,40,77,0.098718,3.85,1,40,8,0.119008,7,1,0,,,,1,1629,1977,63,213,4,0,0,0
qwen3-1.7b,1.7b,0,node_count,none,0.1,75,node_count/size40/p0.1/75,p0.1/75,0.0,0.0,1,-1,1,0,39,40,40,73,0.09359,3.65,2,39,6,0.068452,,,,,,,40,0,1901,399,585,0,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,rwse,0.1,75,connected_nodes/size40/p0.1/75,p0.1/75,1.0,1.0,,,1,0,"3, 27, 29, 34, 38","3, 27, 29, 34, 38",40,73,0.09359,3.65,2,39,6,0.068452,9,5,0.1,,,,,2949,1901,148,358,4,0,0,0
qwen3-1.7b,1.7b,0,edge_count,components,0.1,76,edge_count/size40/p0.1/76,p0.1/76,0.0,0.0,21,21,1,0,116,95,40,95,0.121795,4.75,1,40,20,0.124376,,,,,,,95,37,2099,1532,3147,40,1,0,1
qwen3-1.7b,1.7b,0,edge_existence,filler,0.1,76,edge_existence/size40/p0.1/76,p0.1/76,0.0,0.0,,,1,0,Yes,No,40,95,0.121795,4.75,1,40,20,0.124376,0,5,0.2,0,2,2,,1829,2099,125,275,6,0,0,0
qwen3-1.7b,1.7b,0,node_degree,degree,0.1,77,node_degree/size40/p0.1/77,p0.1/77,1.0,1.0,0,0,1,0,3,3,40,81,0.103846,4.05,1,40,17,0.152262,38,3,0.333333,,,,3,869,1992,79,243,3,0,0,0
qwen3-1.7b,1.7b,0,cycle_check,all,0.1,77,cycle_check/size40/p0.1/77,p0.1/77,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,81,0.103846,4.05,1,40,17,0.152262,,,,1,,,,4669,1992,651,1889,19,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,clustering,0.1,78,connected_nodes/size40/p0.1/78,p0.1/78,1.0,1.0,,,1,0,"2, 8, 10, 16, 23","2, 8, 10, 16, 23",40,85,0.108974,4.25,1,40,14,0.101358,22,5,0.2,,,,,1629,2029,107,262,3,0,0,0
qwen3-1.7b,1.7b,0,edge_count,none,0.1,79,edge_count/size40/p0.1/79,p0.1/79,0.0,0.0,79,79,1,0,169,90,40,90,0.115385,4.5,1,40,15,0.14994,,,,,,,90,0,2064,1999,3865,40,0,0,1
qwen3-1.7b,1.7b,0,edge_existence,rwse,0.1,79,edge_existence/size40/p0.1/79,p0.1/79,1.0,1.0,,,1,0,Yes,Yes,40,90,0.115385,4.5,1,40,15,0.14994,23,6,0.066667,1,1,1,,2949,2064,124,325,6,0,0,0
qwen3-1.7b,1.7b,0,node_degree,components,0.1,80,node_degree/size40/p0.1/80,p0.1/80,0.0,0.0,1,-1,1,0,6,7,40,83,0.10641,4.15,1,40,17,0.133274,31,7,0.142857,,,,7,37,2022,86,230,3,0,0,0
qwen3-1.7b,1.7b,0,cycle_check,filler,0.1,80,cycle_check/size40/p0.1/80,p0.1/80,0.0,0.0,,,0,1,,"Yes, there is a cycle",40,83,0.10641,4.15,1,40,17,0.133274,,,,1,,,,1829,2022,8192,12643,84,0,0,1
qwen3-1.7b,1.7b,0,connected_nodes,degree,0.1,81,connected_nodes/size40/p0.1/81,p0.1/81,1.0,1.0,,,1,0,"4, 19, 23, 33, 37","4, 19, 23, 33, 37",40,79,0.101282,3.95,1,40,9,0.076984,28,5,0.1,,,,,869,1982,121,319,2,0,0,0
qwen3-1.7b,1.7b,0,node_count,all,0.1,82,node_count/size40/p0.1/82,p0.1/82,1.0,1.0,0,0,1,0,40,40,40,81,0.103846,4.05,2,39,6,0.083095,,,,,,,40,4669,1977,201,352,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,clustering,0.1,82,edge_existence/size40/p0.1/82,p0.1/82,1.0,1.0,,,1,0,No,No,40,81,0.103846,4.05,2,39,6,0.083095,32,8,0,0,1,2,,1629,1977,158,462,8,0,0,0
qwen3-1.7b,1.7b,0,node_degree,none,0.1,83,node_degree/size40/p0.1/83,p0.1/83,1.0,1.0,0,0,1,0,4,4,40,83,0.10641,4.15,1,40,19,0.158611,34,4,0.166667,,,,4,0,2013,78,238,3,0,0,0
qwen3-1.7b,1.7b,0,cycle_check,rwse,0.1,83,cycle_check/size40/p0.1/83,p0.1/83,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,83,0.10641,4.15,1,40,19,0.158611,,,,1,,,,2949,2013,253,792,14,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,components,0.1,84,connected_nodes/size40/p0.1/84,p0.1/84,1.0,1.0,,,1,0,"19, 22, 36","19, 22, 36",40,74,0.094872,3.7,1,40,7,0.072381,20,3,0,,,,,37,1943,113,291,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,filler,0.1,85,node_count/size40/p0.1/85,p0.1/85,0.0,0.0,1,-1,1,0,39,40,40,75,0.096154,3.75,2,39,10,0.11381,,,,,,,40,1829,1933,210,406,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,degree,0.1,85,edge_existence/size40/p0.1/85,p0.1/85,0.0,0.0,,,1,0,Yes,No,40,75,0.096154,3.75,2,39,10,0.11381,15,4,0,0,1,2,,869,1933,203,594,15,0,0,0
qwen3-1.7b,1.7b,0,edge_count,all,0.1,86,edge_count/size40/p0.1/86,p0.1/86,0.0,0.0,75,-75,1,1,2,77,40,77,0.098718,3.85,1,40,8,0.077262,,,,,,,77,4669,1965,8192,12054,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,clustering,0.1,86,cycle_check/size40/p0.1/86,p0.1/86,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,77,0.098718,3.85,1,40,8,0.077262,,,,1,,,,1629,1965,763,1750,4,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,none,0.1,87,connected_nodes/size40/p0.1/87,p0.1/87,1.0,1.0,,,1,0,"5, 9","5, 9",40,75,0.096154,3.75,1,40,11,0.124881,18,2,0,,,,,0,1951,91,271,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,rwse,0.1,88,node_count/size40/p0.1/88,p0.1/88,1.0,1.0,0,0,1,0,40,40,40,70,0.089744,3.5,1,40,10,0.149067,,,,,,,40,2949,1915,205,365,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,components,0.1,88,edge_existence/size40/p0.1/88,p0.1/88,1.0,1.0,,,1,0,No,No,40,70,0.089744,3.5,1,40,10,0.149067,22,2,0,0,0,3,,37,1915,169,461,8,0,0,0
qwen3-1.7b,1.7b,0,edge_count,filler,0.1,89,edge_count/size40/p0.1/89,p0.1/89,0.0,0.0,33,33,1,0,104,71,40,71,0.091026,3.55,2,39,4,0.047262,,,,,,,71,1829,1892,1391,3057,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,degree,0.1,89,cycle_check/size40/p0.1/89,p0.1/89,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,71,0.091026,3.55,2,39,4,0.047262,,,,1,,,,869,1892,1587,3501,2,0,0,0
qwen3-1.7b,1.7b,0,node_degree,all,0.1,90,node_degree/size40/p0.1/90,p0.1/90,1.0,1.0,0,0,1,0,3,3,40,72,0.092308,3.6,1,40,3,0.050833,32,3,0,,,,3,4669,1923,76,235,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,clustering,0.1,91,node_count/size40/p0.1/91,p0.1/91,1.0,1.0,0,0,1,0,40,40,40,82,0.105128,4.1,1,40,9,0.062302,,,,,,,40,1629,2004,74,256,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,none,0.1,91,edge_existence/size40/p0.1/91,p0.1/91,1.0,1.0,,,1,0,No,No,40,82,0.105128,4.1,1,40,9,0.062302,35,6,0.2,0,0,3,,0,2004,212,560,10,0,0,0
qwen3-1.7b,1.7b,0,edge_count,rwse,0.1,92,edge_count/size40/p0.1/92,p0.1/92,0.0,0.0,81,-81,1,1,4,85,40,85,0.108974,4.25,2,39,17,0.130317,,,,,,,85,2949,2003,8192,12274,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,components,0.1,92,cycle_check/size40/p0.1/92,p0.1/92,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,85,0.108974,4.25,2,39,17,0.130317,,,,1,,,,38,2003,1483,3074,41,0,0,1
qwen3-1.7b,1.7b,0,node_degree,filler,0.1,93,node_degree/size40/p0.1/93,p0.1/93,1.0,1.0,0,0,1,0,3,3,40,69,0.088462,3.45,1,40,2,0.012024,30,3,0,,,,3,1829,1907,74,228,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,degree,0.1,94,node_count/size40/p0.1/94,p0.1/94,0.0,0.0,1,-1,1,0,39,40,40,70,0.089744,3.5,4,37,7,0.095952,,,,,,,40,869,1830,399,583,0,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,all,0.1,94,connected_nodes/size40/p0.1/94,p0.1/94,1.0,1.0,,,1,0,"21, 26","21, 26",40,70,0.089744,3.5,4,37,7,0.095952,11,2,0,,,,,4669,1830,97,276,3,0,0,0
qwen3-1.7b,1.7b,0,edge_count,clustering,0.1,95,edge_count/size40/p0.1/95,p0.1/95,0.0,0.0,31,31,1,0,104,73,40,73,0.09359,3.65,1,40,4,0.03619,,,,,,,73,1629,1935,1453,3238,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,none,0.1,95,cycle_check/size40/p0.1/95,p0.1/95,0.0,0.0,,,0,1,,"Yes, there is a cycle",40,73,0.09359,3.65,1,40,4,0.03619,,,,1,,,,0,1935,8192,10898,1,0,0,0
qwen3-1.7b,1.7b,0,node_degree,rwse,0.1,96,node_degree/size40/p0.1/96,p0.1/96,1.0,1.0,0,0,1,0,6,6,40,73,0.09359,3.65,2,39,8,0.07625,11,6,0.066667,,,,6,2949,1888,106,286,4,0,0,0
qwen3-1.7b,1.7b,0,node_count,components,0.1,97,node_count/size40/p0.1/97,p0.1/97,0.0,0.0,1,-1,1,0,39,40,40,80,0.102564,4.0,2,39,12,0.105754,,,,,,,40,38,1957,400,588,0,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,filler,0.1,97,connected_nodes/size40/p0.1/97,p0.1/97,1.0,1.0,,,1,0,"21, 27, 29","21, 27, 29",40,80,0.102564,4.0,2,39,12,0.105754,25,3,0,,,,,1829,1957,104,328,1,0,0,0
qwen3-1.7b,1.7b,0,edge_count,degree,0.1,98,edge_count/size40/p0.1/98,p0.1/98,0.0,0.0,87,-87,1,1,5,92,40,92,0.117949,4.6,2,39,26,0.158327,,,,,,,92,870,2050,8192,22977,0,1,0,0
qwen3-1.7b,1.7b,0,edge_existence,all,0.1,98,edge_existence/size40/p0.1/98,p0.1/98,1.0,1.0,,,1,0,No,No,40,92,0.117949,4.6,2,39,26,0.158327,34,1,0,0,0,4,,4670,2050,177,582,14,0,0,0
qwen3-1.7b,1.7b,0,node_degree,clustering,0.1,99,node_degree/size40/p0.1/99,p0.1/99,1.0,1.0,0,0,1,0,2,2,40,79,0.101282,3.95,2,39,11,0.108036,13,2,0,,,,2,1629,1951,74,233,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,none,0.2,0,node_count/size40/p0.2/0,p0.2/0,0.0,0.0,1,-1,1,0,39,40,40,170,0.217949,8.5,1,40,90,0.200656,,,,,,,40,0,2663,396,586,0,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,rwse,0.2,0,connected_nodes/size40/p0.2/0,p0.2/0,1.0,1.0,,,1,0,"0, 9, 12, 29, 36, 38","0, 9, 12, 29, 36, 38",40,170,0.217949,8.5,1,40,90,0.200656,27,6,0.133333,,,,,2949,2663,138,350,3,0,0,0
qwen3-1.7b,1.7b,0,edge_count,components,0.2,1,edge_count/size40/p0.2/1,p0.2/1,0.0,0.0,68,68,1,0,224,156,40,156,0.2,7.8,1,40,75,0.167343,,,,,,,156,37,2552,2088,3939,40,0,0,1
qwen3-1.7b,1.7b,0,edge_existence,filler,0.2,1,edge_existence/size40/p0.2/1,p0.2/1,1.0,1.0,,,1,0,No,No,40,156,0.2,7.8,1,40,75,0.167343,36,6,0.066667,0,0,3,,1829,2552,172,489,8,0,0,0
qwen3-1.7b,1.7b,0,node_degree,degree,0.2,2,node_degree/size40/p0.2/2,p0.2/2,1.0,1.0,0,0,1,0,9,9,40,147,0.188462,7.35,1,40,56,0.13965,9,9,0.166667,,,,9,876,2496,103,297,4,0,0,0
qwen3-1.7b,1.7b,0,cycle_check,all,0.2,2,cycle_check/size40/p0.2/2,p0.2/2,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,147,0.188462,7.35,1,40,56,0.13965,,,,1,,,,4676,2496,1915,3831,43,0,0,1
qwen3-1.7b,1.7b,0,connected_nodes,clustering,0.2,3,connected_nodes/size40/p0.2/3,p0.2/3,1.0,1.0,,,1,0,"0, 6, 8, 9, 11, 14, 33, 34","0, 6, 8, 9, 11, 14, 33, 34",40,147,0.188462,7.35,1,40,51,0.13542,32,8,0.25,,,,,1629,2483,136,285,3,0,0,0
qwen3-1.7b,1.7b,0,edge_count,none,0.2,4,edge_count/size40/p0.2/4,p0.2/4,0.0,0.0,130,130,1,0,272,142,40,142,0.182051,7.1,1,40,56,0.176317,,,,,,,142,0,2453,2390,4203,40,0,0,1
qwen3-1.7b,1.7b,0,edge_existence,rwse,0.2,4,edge_existence/size40/p0.2/4,p0.2/4,1.0,1.0,,,1,0,No,No,40,142,0.182051,7.1,1,40,56,0.176317,24,8,0.25,0,0,3,,2949,2453,251,697,10,0,0,0
qwen3-1.7b,1.7b,0,node_degree,components,0.2,5,node_degree/size40/p0.2/5,p0.2/5,1.0,1.0,0,0,1,0,8,8,40,152,0.194872,7.6,1,40,55,0.159116,8,8,0.107143,,,,8,37,2536,90,240,3,0,0,0
qwen3-1.7b,1.7b,0,cycle_check,filler,0.2,5,cycle_check/size40/p0.2/5,p0.2/5,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,152,0.194872,7.6,1,40,55,0.159116,,,,1,,,,1829,2536,166,575,4,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,degree,0.2,6,connected_nodes/size40/p0.2/6,p0.2/6,1.0,1.0,,,1,0,"8, 18, 20, 23, 27, 29, 31","8, 18, 20, 23, 27, 29, 31",40,139,0.178205,6.95,1,40,66,0.204719,32,7,0.380952,,,,,876,2430,148,365,2,0,0,0
qwen3-1.7b,1.7b,0,node_count,all,0.2,7,node_count/size40/p0.2/7,p0.2/7,0.0,0.0,1,-1,1,0,39,40,40,159,0.203846,7.95,1,40,71,0.174242,,,,,,,40,4681,2576,202,358,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,clustering,0.2,7,edge_existence/size40/p0.2/7,p0.2/7,1.0,1.0,,,1,0,No,No,40,159,0.203846,7.95,1,40,71,0.174242,20,9,0.222222,0,1,2,,1629,2576,236,537,8,0,0,0
qwen3-1.7b,1.7b,0,node_degree,none,0.2,8,node_degree/size40/p0.2/8,p0.2/8,1.0,1.0,0,0,1,0,9,9,40,158,0.202564,7.9,1,40,80,0.200876,3,9,0.138889,,,,9,0,2574,118,320,4,0,0,0
qwen3-1.7b,1.7b,0,cycle_check,rwse,0.2,8,cycle_check/size40/p0.2/8,p0.2/8,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,158,0.202564,7.9,1,40,80,0.200876,,,,1,,,,2949,2574,1899,3441,41,0,0,1
qwen3-1.7b,1.7b,0,connected_nodes,components,0.2,9,connected_nodes/size40/p0.2/9,p0.2/9,1.0,1.0,,,1,0,"0, 12, 14, 19, 26, 36, 37","0, 12, 14, 19, 26, 36, 37",40,155,0.198718,7.75,1,40,70,0.185637,1,7,0.190476,,,,,37,2556,126,271,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,filler,0.2,10,node_count/size40/p0.2/10,p0.2/10,0.0,0.0,1,-1,1,0,39,40,40,151,0.19359,7.55,1,40,70,0.217862,,,,,,,40,1829,2526,208,390,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,degree,0.2,10,edge_existence/size40/p0.2/10,p0.2/10,1.0,1.0,,,1,0,No,No,40,151,0.19359,7.55,1,40,70,0.217862,1,8,0.214286,0,0,3,,877,2526,148,427,8,0,0,0
qwen3-1.7b,1.7b,0,edge_count,all,0.2,11,edge_count/size40/p0.2/11,p0.2/11,0.0,0.0,4,-4,1,0,155,159,40,159,0.203846,7.95,1,40,85,0.222718,,,,,,,159,4680,2585,1303,2315,0,1,0,0
qwen3-1.7b,1.7b,0,cycle_check,clustering,0.2,11,cycle_check/size40/p0.2/11,p0.2/11,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,159,0.203846,7.95,1,40,85,0.222718,,,,1,,,,1629,2585,361,1213,4,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,none,0.2,12,connected_nodes/size40/p0.2/12,p0.2/12,1.0,1.0,,,1,0,"1, 4, 6, 9, 14, 16, 22, 27, 29, 30, 34","1, 4, 6, 9, 14, 16, 22, 27, 29, 30, 34",40,169,0.216667,8.45,1,40,95,0.200858,21,11,0.163636,,,,,0,2658,172,321,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,rwse,0.2,13,node_count/size40/p0.2/13,p0.2/13,0.0,0.0,1,-1,1,0,39,40,40,160,0.205128,8.0,1,40,87,0.217821,,,,,,,40,2949,2589,201,356,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,components,0.2,13,edge_existence/size40/p0.2/13,p0.2/13,0.0,0.0,,,1,0,Yes,No,40,160,0.205128,8.0,1,40,87,0.217821,7,4,0.5,0,3,2,,37,2589,182,516,12,0,0,0
qwen3-1.7b,1.7b,0,edge_count,filler,0.2,14,edge_count/size40/p0.2/14,p0.2/14,0.0,0.0,10,-10,1,0,144,154,40,154,0.197436,7.7,1,40,85,0.220911,,,,,,,154,1829,2547,1989,3651,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,degree,0.2,14,cycle_check/size40/p0.2/14,p0.2/14,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,154,0.197436,7.7,1,40,85,0.220911,,,,1,,,,876,2547,1598,3091,2,1,0,0
qwen3-1.7b,1.7b,0,node_degree,all,0.2,15,node_degree/size40/p0.2/15,p0.2/15,1.0,1.0,0,0,1,0,10,10,40,140,0.179487,7.0,1,40,53,0.174926,12,10,0.266667,,,,10,4673,2441,163,353,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,clustering,0.2,16,node_count/size40/p0.2/16,p0.2/16,1.0,1.0,0,0,1,0,40,40,40,145,0.185897,7.25,1,40,66,0.185331,,,,,,,40,1629,2470,200,350,0,0,0,0
qwen3-1.7b,1.7b,0,edge_existence,none,0.2,16,edge_existence/size40/p0.2/16,p0.2/16,1.0,1.0,,,1,0,No,No,40,145,0.185897,7.25,1,40,66,0.185331,0,9,0.277778,0,3,2,,0,2470,275,646,13,0,0,0
qwen3-1.7b,1.7b,0,edge_count,rwse,0.2,17,edge_count/size40/p0.2/17,p0.2/17,0.0,0.0,14,-14,1,0,148,162,40,162,0.207692,8.1,1,40,90,0.208904,,,,,,,162,2949,2610,2316,4384,40,1,0,1
qwen3-1.7b,1.7b,0,cycle_check,components,0.2,17,cycle_check/size40/p0.2/17,p0.2/17,1.0,1.0,,,1,0,Yes,"Yes, there is a cycle",40,162,0.207692,8.1,1,40,90,0.208904,,,,1,,,,37,2610,180,652,4,0,0,0
qwen3-1.7b,1.7b,0,node_degree,filler,0.2,18,node_degree/size40/p0.2/18,p0.2/18,1.0,1.0,0,0,1,0,8,8,40,170,0.217949,8.5,1,40,102,0.217808,31,8,0.107143,,,,8,1829,2670,96,249,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,degree,0.2,19,node_count/size40/p0.2/19,p0.2/19,0.0,0.0,1,-1,1,0,39,40,40,157,0.201282,7.85,1,40,85,0.213419,,,,,,,40,881,2583,397,579,0,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,all,0.2,19,connected_nodes/size40/p0.2/19,p0.2/19,1.0,1.0,,,1,0,"1, 9, 15, 18, 19, 20, 21, 32, 33, 37","1, 9, 15, 18, 19, 20, 21, 32, 33, 37",40,157,0.201282,7.85,1,40,85,0.213419,27,10,0.177778,,,,,4681,2583,185,362,3,0,0,0
qwen3-1.7b,1.7b,0,edge_count,clustering,0.2,20,edge_count/size40/p0.2/20,p0.2/20,0.0,0.0,20,20,1,0,168,148,40,148,0.189744,7.4,1,40,62,0.176118,,,,,,,148,1629,2500,1884,3516,40,0,0,1
qwen3-1.7b,1.7b,0,cycle_check,none,0.2,20,cycle_check/size40/p0.2/20,p0.2/20,1.0,1.0,,,1,1,Yes,"Yes, there is a cycle",40,148,0.189744,7.4,1,40,62,0.176118,,,,1,,,,0,2500,8192,11577,4,0,0,0
qwen3-1.7b,1.7b,0,node_degree,rwse,0.2,21,node_degree/size40/p0.2/21,p0.2/21,1.0,1.0,0,0,1,0,4,4,40,166,0.212821,8.3,1,40,99,0.208938,16,4,0.333333,,,,4,2949,2636,81,242,3,0,0,0
qwen3-1.7b,1.7b,0,node_count,components,0.2,22,node_count/size40/p0.2/22,p0.2/22,0.0,0.0,1,-1,1,0,39,40,40,171,0.219231,8.55,1,40,88,0.198555,,,,,,,40,37,2684,202,365,0,0,0,0
qwen3-1.7b,1.7b,0,connected_nodes,filler,0.2,22,connected_nodes/size40/p0.2/22,p0.2/22,1.0,1.0,,,1,0,"3, 6, 16, 18, 21, 26, 30, 31, 39","3, 6, 16, 18, 21, 26, 30, 31, 39",40,171,0.219231,8.55,1,40,88,0.198555,35,9,0.055556,,,,,1829,2684,152,298,2,0,0,0
